story_id,source_order,title_en,title_zh,word_count,story_type,theme_category,one_sentence_summary,possible_foreshadowing
chekhov_the_post_01,136,THE POST,邮差,2413,宗教与哲思,自然/风景、宗教/信仰、爱情/浪漫,《邮差》写信仰、良知和人生意义上的困惑，以自然/风景和宗教/信仰为主要线索，呈现契诃夫式的宗教和哲思。,道路、灯火、黑暗等开篇意象（候选）
chekhov_the_new_villa_01,137,THE NEW VILLA,新别墅,5609,乡村与自然,家庭、自然/风景、宗教/信仰,《新别墅》写乡村空间、自然景物和底层生活交织的经验，以家庭和自然/风景为主要线索，呈现契诃夫式的乡村和自然。,金钱、雪、雨等开篇意象（候选）
chekhov_dreams_01,138,DREAMS,梦,3428,乡村与自然,宗教/信仰、贫困/阶级、家庭,《梦》写乡村空间、自然景物和底层生活交织的经验，以宗教/信仰和贫困/阶级为主要线索，呈现契诃夫式的乡村和自然。,坟墓、教堂、道路等开篇意象（候选）
chekhov_the_pipe_01,139,THE PIPE,烟斗,3278,艺术与自我意识,自然/风景、宗教/信仰、贫困/阶级,《烟斗》写表演、写作、审美或自我想象中的落差，以自然/风景和宗教/信仰为主要线索，呈现契诃夫式的艺术和自我意识。,狗、雨、枪等开篇意象（候选）
chekhov_agafya_01,140,AGAFYA,阿加菲娅,4024,儿童与动物,自然/风景、家庭、饮酒,《阿加菲娅》写童年视角、动物遭遇或弱小者经验，以自然/风景和家庭为主要线索，呈现契诃夫式的儿童和动物。,狗、灯火、黑暗等开篇意象（候选）
chekhov_at_christmas_time_01,141,AT CHRISTMAS TIME,圣诞节时,1831,家庭与婚恋,家庭、艺术/创作、官僚/社会,《圣诞节时》写婚恋、亲属关系或家庭身份中的错位，以家庭和艺术/创作为主要线索，呈现契诃夫式的家庭和婚恋。,信件、金钱、医生等开篇意象（候选）
chekhov_gusev_01,142,GUSEV,古谢夫,5324,儿童与动物,自然/风景、宗教/信仰、死亡,《古谢夫》写童年视角、动物遭遇或弱小者经验，以自然/风景和宗教/信仰为主要线索，呈现契诃夫式的儿童和动物。,马、雪、风等开篇意象（候选）
chekhov_the_student_01,143,THE STUDENT,学生,1491,宗教与哲思,自然/风景、家庭、宗教/信仰,《学生》写信仰、良知和人生意义上的困惑，以自然/风景和家庭为主要线索，呈现契诃夫式的宗教和哲思。,风、花园、灯火等开篇意象（候选）
chekhov_in_the_ravine_01,144,IN THE RAVINE,在峡谷里,16190,乡村与自然,家庭、宗教/信仰、贫困/阶级,《在峡谷里》写乡村空间、自然景物和底层生活交织的经验，以家庭和宗教/信仰为主要线索，呈现契诃夫式的乡村和自然。,金钱、医生、法庭等开篇意象（候选）
chekhov_the_huntsman_01,145,THE HUNTSMAN,猎人,1716,乡村与自然,饮酒、贫困/阶级、自然/风景,《猎人》写乡村空间、自然景物和底层生活交织的经验，以饮酒和贫困/阶级为主要线索，呈现契诃夫式的乡村和自然。,金钱、狗、雨等开篇意象（候选）
chekhov_happiness_01,146,HAPPINESS,幸福,3917,乡村与自然,自然/风景、宗教/信仰、死亡,《幸福》写乡村空间、自然景物和底层生活交织的经验，以自然/风景和宗教/信仰为主要线索，呈现契诃夫式的乡村和自然。,马、教堂、花园等开篇意象（候选）
chekhov_a_malefactor_01,147,A MALEFACTOR,歹徒,1425,艺术与自我意识,官僚/社会、宗教/信仰、贫困/阶级,《歹徒》写表演、写作、审美或自我想象中的落差，以官僚/社会和宗教/信仰为主要线索，呈现契诃夫式的艺术和自我意识。,道路等开篇意象（候选）
chekhov_peasants_01,148,PEASANTS,农民,12932,乡村与自然,家庭、宗教/信仰、自然/风景,《农民》写乡村空间、自然景物和底层生活交织的经验，以家庭和宗教/信仰为主要线索，呈现契诃夫式的乡村和自然。,教堂、灯火、黑暗等开篇意象（候选）
chekhov_the_chorus_girl_01,149,THE CHORUS GIRL,歌女,2063,家庭与婚恋,家庭、贫困/阶级、宗教/信仰,《歌女》写婚恋、亲属关系或家庭身份中的错位，以家庭和贫困/阶级为主要线索，呈现契诃夫式的家庭和婚恋。,金钱等开篇意象（候选）
chekhov_verotchka_01,150,VEROTCHKA,韦罗奇卡,4918,家庭与婚恋,爱情/浪漫、自然/风景、家庭,《韦罗奇卡》写婚恋、亲属关系或家庭身份中的错位，以爱情/浪漫和自然/风景为主要线索，呈现契诃夫式的家庭和婚恋。,狗、风、花园等开篇意象（候选）
chekhov_my_life_01,151,MY LIFE,我的一生,37548,医病与死亡,家庭、自然/风景、疾病/医学,《我的一生》写疾病、衰老、死亡或精神压力引出的遭遇，以家庭和自然/风景为主要线索，呈现契诃夫式的医病和死亡。,道路、黑暗等开篇意象（候选）
chekhov_at_a_country_house_01,152,AT A COUNTRY HOUSE,在乡间别墅,3296,乡村与自然,家庭、艺术/创作、贫困/阶级,《在乡间别墅》写乡村空间、自然景物和底层生活交织的经验，以家庭和艺术/创作为主要线索，呈现契诃夫式的乡村和自然。,坟墓、火柴等开篇意象（候选）
chekhov_a_father_01,153,A FATHER,父亲,2997,家庭与婚恋,家庭、饮酒、贫困/阶级,《父亲》写婚恋、亲属关系或家庭身份中的错位，以家庭和饮酒为主要线索，呈现契诃夫式的家庭和婚恋。,金钱、黑暗等开篇意象（候选）
chekhov_on_the_road_01,154,ON THE ROAD,在路上,6510,儿童与动物,家庭、宗教/信仰、自然/风景,《在路上》写童年视角、动物遭遇或弱小者经验，以家庭和宗教/信仰为主要线索，呈现契诃夫式的儿童和动物。,狗、雪、风等开篇意象（候选）
chekhov_rothschild_s_fiddle_01,155,ROTHSCHILD'S FIDDLE,罗特希尔德的小提琴,4064,艺术与自我意识,死亡、疾病/医学、自然/风景,《罗特希尔德的小提琴》写表演、写作、审美或自我想象中的落差，以死亡和疾病/医学为主要线索，呈现契诃夫式的艺术和自我意识。,金钱、窗户、棺材等开篇意象（候选）
chekhov_ivan_matveyitch_01,156,IVAN MATVEYITCH,伊凡·马特维伊奇,2049,艺术与自我意识,艺术/创作、家庭、贫困/阶级,《伊凡·马特维伊奇》写表演、写作、审美或自我想象中的落差，以艺术/创作和家庭为主要线索，呈现契诃夫式的艺术和自我意识。,狗、坟墓等开篇意象（候选）
chekhov_zinotchka_01,157,ZINOTCHKA,齐诺奇卡,2339,家庭与婚恋,自然/风景、家庭、爱情/浪漫,《齐诺奇卡》写婚恋、亲属关系或家庭身份中的错位，以自然/风景和家庭为主要线索，呈现契诃夫式的家庭和婚恋。,狗、窗户、花园等开篇意象（候选）
chekhov_bad_weather_01,158,BAD WEATHER,坏天气,1884,乡村与自然,家庭、自然/风景、宗教/信仰,《坏天气》写乡村空间、自然景物和底层生活交织的经验，以家庭和自然/风景为主要线索，呈现契诃夫式的乡村和自然。,雨、风、黑暗等开篇意象（候选）
chekhov_a_gentleman_friend_01,159,A GENTLEMAN FRIEND,男朋友,1314,医病与死亡,贫困/阶级、疾病/医学、饮酒,《男朋友》写疾病、衰老、死亡或精神压力引出的遭遇，以贫困/阶级和疾病/医学为主要线索，呈现契诃夫式的医病和死亡。,金钱、医生、黑暗等开篇意象（候选）
chekhov_a_trivial_incident_01,160,A TRIVIAL INCIDENT,一件小事,3934,艺术与自我意识,贫困/阶级、自然/风景、爱情/浪漫,《一件小事》写表演、写作、审美或自我想象中的落差，以贫困/阶级和自然/风景为主要线索，呈现契诃夫式的艺术和自我意识。,金钱、狗、黑暗等开篇意象（候选）
chekhov_love_01,161,LOVE,爱情,2494,家庭与婚恋,爱情/浪漫、艺术/创作、饮酒,《爱情》写婚恋、亲属关系或家庭身份中的错位，以爱情/浪漫和艺术/创作为主要线索，呈现契诃夫式的家庭和婚恋。,信件、窗户、灯火等开篇意象（候选）
chekhov_lights_01,162,LIGHTS,灯火,15231,医病与死亡,家庭、爱情/浪漫、死亡,《灯火》写疾病、衰老、死亡或精神压力引出的遭遇，以家庭和爱情/浪漫为主要线索，呈现契诃夫式的医病和死亡。,狗、医生、灯火等开篇意象（候选）
chekhov_a_story_without_an_end_01,163,A STORY WITHOUT AN END,没有结尾的故事,3262,医病与死亡,死亡、疾病/医学、自然/风景,《没有结尾的故事》写疾病、衰老、死亡或精神压力引出的遭遇，以死亡和疾病/医学为主要线索，呈现契诃夫式的医病和死亡。,窗户、棺材、医生等开篇意象（候选）
chekhov_mari_d_elle_01,164,MARI D'ELLE,玛丽·黛尔,2014,家庭与婚恋,家庭、贫困/阶级、饮酒,《玛丽·黛尔》写婚恋、亲属关系或家庭身份中的错位，以家庭和贫困/阶级为主要线索，呈现契诃夫式的家庭和婚恋。,金钱、狗、马等开篇意象（候选）
chekhov_a_living_chattel_01,165,A LIVING CHATTEL,活商品,13310,家庭与婚恋,家庭、爱情/浪漫、宗教/信仰,《活商品》写婚恋、亲属关系或家庭身份中的错位，以家庭和爱情/浪漫为主要线索，呈现契诃夫式的家庭和婚恋。,信件、窗户、灯火等开篇意象（候选）
chekhov_the_doctor_01,166,THE DOCTOR,医生,2004,医病与死亡,疾病/医学、家庭、宗教/信仰,《医生》写疾病、衰老、死亡或精神压力引出的遭遇，以疾病/医学和家庭为主要线索，呈现契诃夫式的医病和死亡。,窗户、医生、灯火等开篇意象（候选）
chekhov_too_early_01,167,TOO EARLY!,太早了！,2000,乡村与自然,自然/风景、宗教/信仰、贫困/阶级,《太早了！》写乡村空间、自然景物和底层生活交织的经验，以自然/风景和宗教/信仰为主要线索，呈现契诃夫式的乡村和自然。,金钱、枪等开篇意象（候选）
chekhov_the_cossack_01,168,THE COSSACK,哥萨克,1928,乡村与自然,家庭、宗教/信仰、自然/风景,《哥萨克》写乡村空间、自然景物和底层生活交织的经验，以家庭和宗教/信仰为主要线索，呈现契诃夫式的乡村和自然。,马、教堂、道路等开篇意象（候选）
chekhov_aborigines_01,169,ABORIGINES,土著,2290,儿童与动物,自然/风景、贫困/阶级、家庭,《土著》写童年视角、动物遭遇或弱小者经验，以自然/风景和贫困/阶级为主要线索，呈现契诃夫式的儿童和动物。,金钱、窗户、花园等开篇意象（候选）
chekhov_an_inquiry_01,170,AN INQUIRY,查询,886,官僚与社会讽刺,官僚/社会、艺术/创作、贫困/阶级,《查询》写制度、身份和日常权力造成的荒诞处境，以官僚/社会和艺术/创作为主要线索，呈现契诃夫式的官僚和社会讽刺。,金钱、窗户等开篇意象（候选）
chekhov_martyrs_01,171,MARTYRS,殉道者,1953,艺术与自我意识,家庭、疾病/医学、死亡,《殉道者》写表演、写作、审美或自我想象中的落差，以家庭和疾病/医学为主要线索，呈现契诃夫式的艺术和自我意识。,风、棺材、医生等开篇意象（候选）
chekhov_the_lion_and_the_sun_01,172,THE LION AND THE SUN,狮子与太阳,1540,家庭与婚恋,自然/风景、爱情/浪漫、官僚/社会,《狮子与太阳》写婚恋、亲属关系或家庭身份中的错位，以自然/风景和爱情/浪漫为主要线索，呈现契诃夫式的家庭和婚恋。,枪等开篇意象（候选）
chekhov_a_daughter_of_albion_01,173,A DAUGHTER OF ALBION,阿尔比恩的女儿,1471,儿童与动物,家庭、自然/风景、饮酒,《阿尔比恩的女儿》写童年视角、动物遭遇或弱小者经验，以家庭和自然/风景为主要线索，呈现契诃夫式的儿童和动物。,坟墓等开篇意象（候选）
chekhov_choristers_01,174,CHORISTERS,唱诗班歌手,1800,儿童与动物,家庭、艺术/创作、宗教/信仰,《唱诗班歌手》写童年视角、动物遭遇或弱小者经验，以家庭和艺术/创作为主要线索，呈现契诃夫式的儿童和动物。,信件、教堂等开篇意象（候选）
chekhov_nerves_01,175,NERVES,神经,1433,医病与死亡,家庭、死亡、疾病/医学,《神经》写疾病、衰老、死亡或精神压力引出的遭遇，以家庭和死亡为主要线索，呈现契诃夫式的医病和死亡。,窗户、棺材、灯火等开篇意象（候选）
chekhov_a_work_of_art_01,176,A WORK OF ART,一件艺术品,1448,艺术与自我意识,家庭、疾病/医学、爱情/浪漫,《一件艺术品》写表演、写作、审美或自我想象中的落差，以家庭和疾病/医学为主要线索，呈现契诃夫式的艺术和自我意识。,金钱、医生、灯火等开篇意象（候选）
chekhov_a_joke_01,177,A JOKE,玩笑,1626,医病与死亡,自然/风景、爱情/浪漫、死亡,《玩笑》写疾病、衰老、死亡或精神压力引出的遭遇，以自然/风景和爱情/浪漫为主要线索，呈现契诃夫式的医病和死亡。,风等开篇意象（候选）
chekhov_a_country_cottage_01,178,A COUNTRY COTTAGE,乡村别墅,661,家庭与婚恋,自然/风景、家庭、爱情/浪漫,《乡村别墅》写婚恋、亲属关系或家庭身份中的错位，以自然/风景和家庭为主要线索，呈现契诃夫式的家庭和婚恋。,风、花园、黑暗等开篇意象（候选）
chekhov_a_blunder_01,179,A BLUNDER,失策,645,家庭与婚恋,家庭、艺术/创作、爱情/浪漫,《失策》写婚恋、亲属关系或家庭身份中的错位，以家庭和艺术/创作为主要线索，呈现契诃夫式的家庭和婚恋。,法庭、火柴等开篇意象（候选）
chekhov_fat_and_thin_01,180,FAT AND THIN,胖子和瘦子,751,家庭与婚恋,家庭、官僚/社会、贫困/阶级,《胖子和瘦子》写婚恋、亲属关系或家庭身份中的错位，以家庭和官僚/社会为主要线索，呈现契诃夫式的家庭和婚恋。,金钱等开篇意象（候选）
chekhov_the_death_of_a_government_clerk_01,181,THE DEATH OF A GOVERNMENT CLERK,小公务员之死,950,官僚与社会讽刺,官僚/社会、家庭、艺术/创作,《小公务员之死》写制度、身份和日常权力造成的荒诞处境，以官僚/社会和家庭为主要线索，呈现契诃夫式的官僚和社会讽刺。,信件、灯火等开篇意象（候选）
chekhov_a_pink_stocking_01,182,A PINK STOCKING,粉红丝袜,1345,家庭与婚恋,家庭、饮酒、自然/风景,《粉红丝袜》写婚恋、亲属关系或家庭身份中的错位，以家庭和饮酒为主要线索，呈现契诃夫式的家庭和婚恋。,信件、雨、灯火等开篇意象（候选）
chekhov_at_a_summer_villa_01,183,AT A SUMMER VILLA,在夏日别墅,1824,家庭与婚恋,爱情/浪漫、家庭、宗教/信仰,《在夏日别墅》写婚恋、亲属关系或家庭身份中的错位，以爱情/浪漫和家庭为主要线索，呈现契诃夫式的家庭和婚恋。,信件、灯火等开篇意象（候选）
chekhov_the_house_with_the_mezzanine_01,184,THE HOUSE WITH THE MEZZANINE,带阁楼的房子,6953,儿童与动物,家庭、自然/风景、宗教/信仰,《带阁楼的房子》写童年视角、动物遭遇或弱小者经验，以家庭和自然/风景为主要线索，呈现契诃夫式的儿童和动物。,灯火、黑暗等开篇意象（候选）
chekhov_the_lady_with_the_toy_dog_01,188,THE LADY WITH THE TOY DOG,带小狗的女士,6374,家庭与婚恋,家庭、爱情/浪漫、宗教/信仰,《带小狗的女士》写婚恋、亲属关系或家庭身份中的错位，以家庭和爱情/浪漫为主要线索，呈现契诃夫式的家庭和婚恋。,狗、坟墓、黑暗等开篇意象（候选）
chekhov_a_tedious_story_01,192,A TEDIOUS STORY,乏味的故事,22284,艺术与自我意识,家庭、艺术/创作、死亡,《乏味的故事》写表演、写作、审美或自我想象中的落差，以家庭和艺术/创作为主要线索，呈现契诃夫式的艺术和自我意识。,信件、灯火等开篇意象（候选）
chekhov_the_fit_01,193,THE FIT,发作,8144,医病与死亡,疾病/医学、自然/风景、宗教/信仰,《发作》写疾病、衰老、死亡或精神压力引出的遭遇，以疾病/医学和自然/风景为主要线索，呈现契诃夫式的医病和死亡。,金钱、雪等开篇意象（候选）
chekhov_misfortune_01,194,MISFORTUNE,不幸,4770,家庭与婚恋,家庭、爱情/浪漫、宗教/信仰,《不幸》写婚恋、亲属关系或家庭身份中的错位，以家庭和爱情/浪漫为主要线索，呈现契诃夫式的家庭和婚恋。,教堂等开篇意象（候选）
chekhov_that_wretched_boy_01,196,THAT WRETCHED BOY,那个可怜的男孩,822,家庭与婚恋,爱情/浪漫、自然/风景、家庭,《那个可怜的男孩》写婚恋、亲属关系或家庭身份中的错位，以爱情/浪漫和自然/风景为主要线索，呈现契诃夫式的家庭和婚恋。,花园等开篇意象（候选）
chekhov_a_trifling_occurrence_01,198,A TRIFLING OCCURRENCE,小事一桩,1879,家庭与婚恋,家庭、爱情/浪漫、宗教/信仰,《小事一桩》写婚恋、亲属关系或家庭身份中的错位，以家庭和爱情/浪漫为主要线索，呈现契诃夫式的家庭和婚恋。,家庭相关反复细节（候选）
chekhov_overwhelming_sensations_01,200,OVERWHELMING SENSATIONS,压倒性的感觉,1885,艺术与自我意识,家庭、爱情/浪漫、艺术/创作,《压倒性的感觉》写表演、写作、审美或自我想象中的落差，以家庭和爱情/浪漫为主要线索，呈现契诃夫式的艺术和自我意识。,风、医生、法庭等开篇意象（候选）
chekhov_a_living_calendar_01,202,A LIVING CALENDAR,活日历,943,家庭与婚恋,艺术/创作、家庭、官僚/社会,《活日历》写婚恋、亲属关系或家庭身份中的错位，以艺术/创作和家庭为主要线索，呈现契诃夫式的家庭和婚恋。,灯火、黑暗等开篇意象（候选）
chekhov_the_darling_01,204,THE DARLING,宝贝儿,4932,家庭与婚恋,家庭、宗教/信仰、爱情/浪漫,《宝贝儿》写婚恋、亲属关系或家庭身份中的错位，以家庭和宗教/信仰为主要线索，呈现契诃夫式的家庭和婚恋。,雨、窗户、花园等开篇意象（候选）
chekhov_ariadne_01,205,ARIADNE,阿里阿德涅,10457,家庭与婚恋,爱情/浪漫、家庭、贫困/阶级,《阿里阿德涅》写婚恋、亲属关系或家庭身份中的错位，以爱情/浪漫和家庭为主要线索，呈现契诃夫式的家庭和婚恋。,爱情/浪漫相关反复细节（候选）
chekhov_polinka_01,206,POLINKA,波琳卡,1688,家庭与婚恋,爱情/浪漫、家庭、饮酒,《波琳卡》写婚恋、亲属关系或家庭身份中的错位，以爱情/浪漫和家庭为主要线索，呈现契诃夫式的家庭和婚恋。,医生、火柴、黑暗等开篇意象（候选）
chekhov_anyuta_01,207,ANYUTA,阿纽塔,1531,艺术与自我意识,艺术/创作、家庭、爱情/浪漫,《阿纽塔》写表演、写作、审美或自我想象中的落差，以艺术/创作和家庭为主要线索，呈现契诃夫式的艺术和自我意识。,金钱、窗户等开篇意象（候选）
chekhov_the_two_volodyas_01,208,THE TWO VOLODYAS,两个沃洛佳,4614,家庭与婚恋,家庭、爱情/浪漫、宗教/信仰,《两个沃洛佳》写婚恋、亲属关系或家庭身份中的错位，以家庭和爱情/浪漫为主要线索，呈现契诃夫式的家庭和婚恋。,雪、医生等开篇意象（候选）
chekhov_the_trousseau_01,209,THE TROUSSEAU,嫁妆,2010,家庭与婚恋,家庭、宗教/信仰、爱情/浪漫,《嫁妆》写婚恋、亲属关系或家庭身份中的错位，以家庭和宗教/信仰为主要线索，呈现契诃夫式的家庭和婚恋。,灯火等开篇意象（候选）
chekhov_the_helpmate_01,210,THE HELPMATE,贤内助,2543,家庭与婚恋,家庭、爱情/浪漫、疾病/医学,《贤内助》写婚恋、亲属关系或家庭身份中的错位，以家庭和爱情/浪漫为主要线索，呈现契诃夫式的家庭和婚恋。,医生等开篇意象（候选）
chekhov_talent_01,211,TALENT,才华,1638,艺术与自我意识,艺术/创作、饮酒、爱情/浪漫,《才华》写表演、写作、审美或自我想象中的落差，以艺术/创作和饮酒为主要线索，呈现契诃夫式的艺术和自我意识。,风、黑暗等开篇意象（候选）
chekhov_an_artist_s_story_01,212,AN ARTIST'S STORY,画家的故事,7181,艺术与自我意识,家庭、自然/风景、爱情/浪漫,《画家的故事》写表演、写作、审美或自我想象中的落差，以家庭和自然/风景为主要线索，呈现契诃夫式的艺术和自我意识。,窗户、花园、灯火等开篇意象（候选）
chekhov_three_years_01,213,THREE YEARS,三年,1752,家庭与婚恋,爱情/浪漫、疾病/医学、自然/风景,《三年》写婚恋、亲属关系或家庭身份中的错位，以爱情/浪漫和疾病/医学为主要线索，呈现契诃夫式的家庭和婚恋。,医生、教堂、黑暗等开篇意象（候选）
